com.samsung.shealth.tracker.pedometer_step_count,6100041,2
duration,run_step,version_code,walk_step,com.samsung.health.step_count.create_time,com.samsung.health.step_count.distance,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.custom,com.samsung.health.step_count.count,com.samsung.health.step_count.end_time,com.samsung.health.step_count.speed,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.start_time,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.update_time,com.samsung.health.step_count.datauuid,com.samsung.health.step_count.calorie,com.samsung.health.step_count.sample_position_type
47080,0,4,100,1592139304176,65.39,UTC-0500,,91,1592139239999,1.3888888,hytsFLPcD3,1592139180000,com.sec.android.app.shealth,1592139304176,a551f5bb-1863-2df3-5e45-e02f38f72917,3.08,230002,
7689,0,4,15,1592163301907,11.32,UTC-0500,,15,1592162700000,1.4722222,jpgso+yMpj,1592162640000,com.sec.android.app.shealth,1592163301907,f10ed616-f0e0-4d6c-b2cd-a316775a6ea8,0.53,,
17784,0,4,27,1592170519839,19.76,UTC-0500,,27,1592170020000,1.1111112,jpgso+yMpj,1592169960000,com.sec.android.app.shealth,1592170519839,35bc42a1-d7f8-4578-8b52-0d5f26b71001,1.05,,
14971,0,4,28,1592137649766,21.21,UTC-0500,,28,1592137379999,1.4166666,hytsFLPcD3,1592137320000,com.sec.android.app.shealth,1592137649767,244ebd3f-cd7f-3d2b-6968-738ad42a2d97,0.91,230002,
15678,0,4,23,1592141569609,16.059,UTC-0500,,23,1592141579999,1.0242895,hytsFLPcD3,1592141520000,com.sec.android.app.shealth,1592141702132,0cc06a85-64c6-7cc6-d31a-84f88e509d7a,0.77,230002,
7792,0,4,10,1592163999595,6.71,UTC-0500,,10,1592163719999,0.8611111,hytsFLPcD3,1592163660000,com.sec.android.app.shealth,1592163999595,006ce956-ba76-7eac-49ad-865384f3ce26,0.38,230002,
14695,0,4,22,1592164501135,15.92,UTC-0500,,22,1592163960000,1.0833334,jpgso+yMpj,1592163900000,com.sec.android.app.shealth,1592164501135,27bf5257-dd7f-45ca-a5db-0f96c28aa3c5,0.82,,
9080,0,4,13,1592163999630,9.08,UTC-0500,,13,1592164019999,1.0,hytsFLPcD3,1592163960000,com.sec.android.app.shealth,1592163999630,18de108b-f4c8-ec3c-2445-921962bb2120,0.48,230002,
13471,0,4,20,1592167636808,14.22,UTC-0500,,20,1592167560000,1.0555556,jpgso+yMpj,1592167500000,com.sec.android.app.shealth,1592167636808,804eeeee-53b4-4ce8-a5db-8e7f1dfeca32,0.74,,
6762,0,4,10,1592141829636,6.95,UTC-0500,,10,1592141819999,1.0277778,hytsFLPcD3,1592141760000,com.sec.android.app.shealth,1592141829636,1adc594f-f084-5450-7908-4a61c2b931c4,0.36,230002,
7693,0,4,13,1592137649792,9.19,UTC-0500,,13,1592137619999,1.1944444,hytsFLPcD3,1592137560000,com.sec.android.app.shealth,1592137649792,ffc8243d-c9b6-f610-b119-f62eb952bdec,0.45,230002,
44041,0,4,76,1592164320580,55.441,UTC-0500,,76,1592164379999,1.2588457,hytsFLPcD3,1592164320000,com.sec.android.app.shealth,1592164370535,a55111f9-47cb-b692-c409-29f8d9f5e273,2.58,230002,
60000,0,4,84,1592170519722,73.38,UTC-0500,,101,1592169840000,1.2229999,jpgso+yMpj,1592169780000,com.sec.android.app.shealth,1592170519722,31de49cd-6beb-4219-a0a2-a134f9a45381,4.27,,
10716,0,4,16,1592167636732,11.61,UTC-0500,,16,1592167080000,1.0833333,jpgso+yMpj,1592167020000,com.sec.android.app.shealth,1592167636732,e53c596f-60f5-4403-9a76-141a21dee437,0.58,,
40410,0,4,71,1592138105166,53.88,UTC-0500,,73,1592138099999,1.3333334,hytsFLPcD3,1592138040000,com.sec.android.app.shealth,1592138105167,ccbab112-8071-36b6-e433-29a8ffc0622d,2.38,230002,
6019,0,4,10,1592164896624,7.19,UTC-0500,,10,1592164919999,1.1944444,hytsFLPcD3,1592164860000,com.sec.android.app.shealth,1592164896624,d8a7373a-2257-eb7e-ca7c-9bf1e6dd7bff,0.34,230002,
18696,0,4,24,1592142909163,16.1,UTC-0500,,24,1592142059999,0.8611111,hytsFLPcD3,1592142000000,com.sec.android.app.shealth,1592142909164,f6fdd385-2534-d6be-e374-44b62bd26205,0.93,230002,
44055,0,4,68,1592166471488,48.95,UTC-0500,,68,1592166359999,1.1111112,hytsFLPcD3,1592166300000,com.sec.android.app.shealth,1592166471489,3ad2d012-e460-90b2-748c-0f9b81e76057,2.37,230002,
17175,0,4,21,1592142909196,14.79,UTC-0500,,22,1592142299999,0.8611111,hytsFLPcD3,1592142240000,com.sec.android.app.shealth,1592142909196,d630f700-2f32-1894-8898-f90d0649cfe1,0.88,230002,
9987,0,4,15,1592170501422,10.82,UTC-0500,,15,1592169780000,1.0833334,jpgso+yMpj,1592169720000,com.sec.android.app.shealth,1592170501422,85b81ad5-82b0-4fe3-9af4-9458414b3156,0.58,,
6149,0,4,11,1592162091328,8.2,UTC-0500,,11,1592162039999,1.3333334,hytsFLPcD3,1592161980000,com.sec.android.app.shealth,1592162091328,1536c052-5da3-b2c6-9bf6-add5619a7e8f,0.37,230002,
7551,0,4,12,1592171768698,8.81,UTC-0500,,12,1592171820000,1.1666666,jpgso+yMpj,1592171760000,com.sec.android.app.shealth,1592171768698,83c26508-d4fe-4ca5-8d10-1476c5cfe940,0.4,,
15563,0,4,26,1592138945718,18.59,UTC-0500,,26,1592138519999,1.1944444,hytsFLPcD3,1592138460000,com.sec.android.app.shealth,1592138945719,2c5ef009-50ae-67fc-748c-a3e835985c68,0.87,230002,
8100,0,4,15,1592139304149,11.25,UTC-0500,,15,1592139059999,1.3888888,hytsFLPcD3,1592139000000,com.sec.android.app.shealth,1592139304149,4c322665-f94f-bbab-301e-c304465245ab,0.52,230002,
7650,0,4,11,1592163999607,7.65,UTC-0500,,11,1592163839999,1.0,hytsFLPcD3,1592163780000,com.sec.android.app.shealth,1592163999607,1709ee1d-08c3-2a0c-0c4c-0ed6869b3053,0.38,230002,
8235,0,4,13,1592140151860,9.15,UTC-0500,,13,1592139419999,1.1111112,hytsFLPcD3,1592139360000,com.sec.android.app.shealth,1592140151861,b154b1e0-5a3f-3e3a-99e0-005e7a555112,0.48,230002,
8530,0,4,12,1592142909226,8.53,UTC-0500,,12,1592142539999,1.0,hytsFLPcD3,1592142480000,com.sec.android.app.shealth,1592142909227,112a3475-7cd3-862c-a1fc-2d913bc20ea4,0.4,230002,
8990,0,4,13,1592143789849,8.99,UTC-0500,,13,1592143079999,1.0,hytsFLPcD3,1592143020000,com.sec.android.app.shealth,1592143789849,add1d846-633d-d6a8-ddfe-ad16e41ecae9,0.47,230002,
7780,0,4,10,1592141702158,6.7,UTC-0500,,10,1592141639999,0.8611111,hytsFLPcD3,1592141580000,com.sec.android.app.shealth,1592141702158,ced1e11b-0fb2-f982-b862-e376f0fa6ec4,0.36,230002,
5893,0,4,14,1592166666810,11.46,UTC-0500,,14,1592166599999,1.9444444,hytsFLPcD3,1592166540000,com.sec.android.app.shealth,1592166666810,2861c49f-44a0-b7fd-47df-8945eb976b6b,0.48,230002,
25861,0,4,33,1592141857067,22.27,UTC-0500,,33,1592141879999,0.8611111,hytsFLPcD3,1592141820000,com.sec.android.app.shealth,1592141942780,c43a0f5a-ee77-413c-912a-fdbd8b0b650a,1.23,230002,
6142,0,4,11,1592148907117,8.02,UTC-0500,,11,1592148899999,1.3055556,hytsFLPcD3,1592148840000,com.sec.android.app.shealth,1592148907117,651b834e-3951-bbe1-fe4d-ba954dfcb5d3,0.39,230002,
36615,0,4,55,1592164317322,38.65,UTC-0500,,55,1592164199999,1.0555556,hytsFLPcD3,1592164140000,com.sec.android.app.shealth,1592164317322,3f5b793f-4703-a582-c29b-294e42b5f7c1,1.99,230002,
12897,0,4,20,1592163999601,14.33,UTC-0500,,20,1592163779999,1.1111112,hytsFLPcD3,1592163720000,com.sec.android.app.shealth,1592163999601,9dc0639e-54fb-1bee-44db-67e30c1bb8da,0.71,230002,
4234,0,4,10,1592151875625,9.41,UTC-0500,,11,1592151359999,2.2222223,hytsFLPcD3,1592151300000,com.sec.android.app.shealth,1592151875626,c9e39c90-36b6-3ef7-d1fc-178b4c21e77a,0.36,230002,
6319,0,4,10,1592166737454,10.181,UTC-0500,,13,1592166779999,1.6111112,hytsFLPcD3,1592166720000,com.sec.android.app.shealth,1592166850523,29efae0c-c92f-05d1-ac04-ac831193e33c,0.41,230002,
4294,0,4,7,1592164141525,5.01,UTC-0500,,7,1592164079999,1.1666666,hytsFLPcD3,1592164020000,com.sec.android.app.shealth,1592164141525,d0d984a5-f057-a04b-b054-70516f24de01,0.24,230002,
10906,0,4,23,1592159700995,18.48,UTC-0500,,23,1592159400000,1.6944444,jpgso+yMpj,1592159340000,com.sec.android.app.shealth,1592159700995,8f38df1c-6eed-4c9c-aaf6-377e5a4c0aac,0.76,,
6990,0,4,10,1592164503211,6.99,UTC-0500,,10,1592164439999,1.0,hytsFLPcD3,1592164380000,com.sec.android.app.shealth,1592164503215,077b19df-ab8d-58f6-5df0-0c977961b6e6,0.36,230002,
19949,0,4,31,1592160901049,22.72,UTC-0500,,31,1592160240000,1.1388888,jpgso+yMpj,1592160180000,com.sec.android.app.shealth,1592160901049,a1ea7603-9460-4fc4-a9bd-08d224476833,1.12,,
9205,0,4,13,1592165227328,8.95,UTC-0500,,13,1592165159999,0.9722222,hytsFLPcD3,1592165100000,com.sec.android.app.shealth,1592165227328,add2feb1-d378-31bf-54cc-4944bc4ab503,0.47,230002,
7246,0,4,12,1592167640782,7.85,UTC-0500,,11,1592166959999,1.0833334,hytsFLPcD3,1592166900000,com.sec.android.app.shealth,1592167640783,43ef7d54-2cc6-e79f-279d-259c543d30b4,0.4,230002,
7526,0,4,10,1592164503225,6.69,UTC-0500,,10,1592164499999,0.8888889,hytsFLPcD3,1592164440000,com.sec.android.app.shealth,1592164503225,3207f852-3fa0-9a3d-512b-df9d0708ac15,0.37,230002,
12231,0,4,19,1592160901165,13.93,UTC-0500,,19,1592160480000,1.1388888,jpgso+yMpj,1592160420000,com.sec.android.app.shealth,1592160901165,45ff8cbf-a5a1-40e9-9997-f1413a88c1a0,0.69,,
12449,0,4,16,1592142909172,10.72,UTC-0500,,16,1592142119999,0.8611111,hytsFLPcD3,1592142060000,com.sec.android.app.shealth,1592142909173,6112a691-ad83-9c17-f817-42c1e8d6f98e,0.63,230002,
30240,0,4,52,1592166471494,37.8,UTC-0500,,52,1592166419999,1.25,hytsFLPcD3,1592166360000,com.sec.android.app.shealth,1592166471494,a29a1356-7c70-d506-a10b-db72aceadb2b,1.78,230002,
8270,0,4,13,1592167640799,9.19,UTC-0500,,13,1592167379999,1.1111112,hytsFLPcD3,1592167320000,com.sec.android.app.shealth,1592167640799,5d0d55f3-395b-cea6-5bdd-5655a5f29034,0.51,230002,
33630,0,4,43,1592165227334,28.96,UTC-0500,,43,1592165219999,0.8611111,hytsFLPcD3,1592165160000,com.sec.android.app.shealth,1592165227335,a7e676fb-11a6-8c4a-62dc-8d3f0e51129b,1.67,230002,
18710,0,4,28,1592167640810,19.75,UTC-0500,,28,1592167559999,1.0555556,hytsFLPcD3,1592167500000,com.sec.android.app.shealth,1592167640810,734304ab-e1e0-e201-e670-91ea7dd000f6,1.02,230002,
6711,0,4,11,1592166666823,7.83,UTC-0500,,11,1592166659999,1.1666666,hytsFLPcD3,1592166600000,com.sec.android.app.shealth,1592166666823,f4ad1fc5-8a99-b158-5275-ac61bb5c7904,0.39,230002,
12650,0,4,17,1592166902149,12.65,UTC-0500,,18,1592166899999,1.0,hytsFLPcD3,1592166840000,com.sec.android.app.shealth,1592166902150,9810ec86-593a-a459-28ba-4e8f46dbdaa3,0.68,230002,
4503,0,4,9,1592167870549,7.13,UTC-0500,,9,1592167799999,1.5833334,hytsFLPcD3,1592167740000,com.sec.android.app.shealth,1592167870549,a00b4a86-ab6e-d441-1174-a1263b716ebb,0.29,230002,
34397,0,4,48,1592166471500,33.01,UTC-0500,,48,1592166479999,0.95965576,hytsFLPcD3,1592166420000,com.sec.android.app.shealth,1592166481347,9d1668b2-e069-ba06-eac0-810b508b991d,1.75,230002,
6593,0,4,10,1592167640791,6.96,UTC-0500,,10,1592167259999,1.0555556,hytsFLPcD3,1592167200000,com.sec.android.app.shealth,1592167640791,59ce259d-608c-d423-272e-de23a6fe0c02,0.39,230002,
12320,0,4,22,1592142909204,15.4,UTC-0500,,21,1592142359999,1.25,hytsFLPcD3,1592142300000,com.sec.android.app.shealth,1592142909204,acac91d8-6794-e6c5-e56f-13598325fa8a,0.71,230002,
10431,0,4,16,1592179991271,11.88,UTC-0500,,16,1592179260000,1.1388888,jpgso+yMpj,1592179200000,com.sec.android.app.shealth,1592179991271,81dc0da3-bf56-4074-870e-2da006c42f84,0.57,,
56767,0,4,97,1592169896527,70.96,UTC-0500,,97,1592169839999,1.25,hytsFLPcD3,1592169780000,com.sec.android.app.shealth,1592169896527,ee1cea01-82bc-1ddc-39f4-758cc870513d,3.19,230002,
6155,0,4,10,1592167640804,7.01,UTC-0500,,10,1592167439999,1.1388888,hytsFLPcD3,1592167380000,com.sec.android.app.shealth,1592167640805,aa5d94cf-ce2f-3659-938c-b059b934da68,0.4,230002,
23400,0,4,40,1592160901291,29.9,UTC-0500,,40,1592160900000,1.2777778,jpgso+yMpj,1592160840000,com.sec.android.app.shealth,1592160901291,96f17afa-443e-4f48-82c7-759291c02f34,1.46,,
51662,0,4,100,1592169905529,76.97,UTC-0500,,100,1592169959999,1.4898673,hytsFLPcD3,1592169900000,com.sec.android.app.shealth,1592170012349,915710b6-55ad-a2df-d868-c0ca25afa2e9,3.37,230002,
6188,0,4,10,1592167640816,7.22,UTC-0500,,10,1592167619999,1.1666666,hytsFLPcD3,1592167560000,com.sec.android.app.shealth,1592167640816,3583b133-e1a8-e82d-4560-3f127dd21148,0.35,230002,
12960,0,4,21,1592142909234,14.76,UTC-0500,,21,1592142599999,1.1388888,hytsFLPcD3,1592142540000,com.sec.android.app.shealth,1592142909234,9c4b1eac-7f27-33d6-1ac9-76df0cc8572f,0.73,230002,
4409,0,4,12,1592170182385,9.9,UTC-0500,,12,1592170199999,2.2453222,hytsFLPcD3,1592170140000,com.sec.android.app.shealth,1592170182768,9b6f639b-f6cd-65a1-58cb-69ec321ccb28,0.38,230002,
8357,0,4,15,1592168041217,11.049,UTC-0500,,15,1592168099999,1.322096,hytsFLPcD3,1592168040000,com.sec.android.app.shealth,1592168061260,4c47840d-1ec0-ab50-b44e-d870ce7e02c5,0.44,230002,
25222,0,4,33,1592159970314,22.42,UTC-0500,,33,1592159939999,0.8888889,hytsFLPcD3,1592159880000,com.sec.android.app.shealth,1592159970314,6adafbe4-7a68-b5b5-951e-930dce2acbf9,1.3,230002,
38684,0,4,49,1592180411351,43.51999,UTC-0500,,64,1592180460000,1.1249884,jpgso+yMpj,1592180400000,com.sec.android.app.shealth,1592180449216,121ebcab-c53f-40c9-bd09-d468b4d91403,2.3999994,,
22805,0,4,35,1592172222353,25.34,UTC-0500,,35,1592171819999,1.1111112,hytsFLPcD3,1592171760000,com.sec.android.app.shealth,1592172222353,19394a2b-bab7-11e7-3db4-746f476df6d5,1.2,230002,
15112,0,4,26,1592169896533,20.94,UTC-0500,,26,1592169899999,1.3856359,hytsFLPcD3,1592169840000,com.sec.android.app.shealth,1592169905524,6dc6de4d-2945-0e85-dc03-7682ae6615d8,1.15,230002,
53716,0,4,102,1592160217384,77.59,UTC-0500,,102,1592160179999,1.4444444,hytsFLPcD3,1592160120000,com.sec.android.app.shealth,1592160217384,9944df4f-4a53-a95c-8db4-baf2bcca9008,3.46,230002,
42367,0,4,75,1592172222368,54.93,UTC-0500,,75,1592172239999,1.296524,hytsFLPcD3,1592172180000,com.sec.android.app.shealth,1592172237097,c8a1f48b-3ec9-6e87-99fc-942a53b14397,2.44,230002,
20552,0,4,41,1592170012358,31.4,UTC-0500,,41,1592170019999,1.5277778,hytsFLPcD3,1592169960000,com.sec.android.app.shealth,1592170012358,c138c332-34f3-c0a7-988f-058eab5b9dfa,1.45,230002,
10338,0,4,13,1592172901525,9.19,UTC-0500,,13,1592172180000,0.8888889,jpgso+yMpj,1592172120000,com.sec.android.app.shealth,1592172901525,c2fed0d1-627b-4307-a633-30173c06057c,0.5,,
13000,0,4,25,1592171760643,19.14,UTC-0500,,25,1592171759999,1.4722222,hytsFLPcD3,1592171700000,com.sec.android.app.shealth,1592171760644,c5e7010d-2587-8a8a-d4b1-387287d25ef8,1.0,230002,
38821,0,4,62,1592172902396,46.37,UTC-0500,,62,1592172300000,1.1944444,jpgso+yMpj,1592172240000,com.sec.android.app.shealth,1592172902396,c5918e4f-7760-49c3-a565-14592d2b4aa1,2.43,,
16570,0,4,24,1592172222360,16.57,UTC-0500,,24,1592172179999,1.0,hytsFLPcD3,1592172120000,com.sec.android.app.shealth,1592172222360,075df61c-fc9a-aa78-9583-b9509240fdcd,0.89,230002,
45450,0,4,84,1592160416150,62.45,UTC-0500,,84,1592160419999,1.3740169,hytsFLPcD3,1592160360000,com.sec.android.app.shealth,1592160419775,1c71ef09-2a42-0a30-775c-bb710f7f6634,2.97,230002,
4320,0,4,7,1592172902457,5.28,UTC-0500,,7,1592172420000,1.2222222,jpgso+yMpj,1592172360000,com.sec.android.app.shealth,1592172902457,91a0c608-4b35-4604-9f2c-975535abe607,0.25,,
4692,0,4,10,1592172901476,7.69,UTC-0500,,10,1592172060000,1.6388891,jpgso+yMpj,1592172000000,com.sec.android.app.shealth,1592172901476,982976e5-bfbe-4561-b9b9-c1823157d049,0.34,,
44976,0,4,50,1592172902505,57.47,UTC-0500,,93,1592172780000,1.2777778,jpgso+yMpj,1592172720000,com.sec.android.app.shealth,1592172902505,80ef7c85-b71e-495f-a8eb-7932f2f1188a,6.22,,
46800,0,4,76,1592172902354,62.4,UTC-0500,,83,1592172240000,1.3333334,jpgso+yMpj,1592172180000,com.sec.android.app.shealth,1592172902354,4498a45e-7592-4e71-b1ea-85a72c41e0f6,3.13,,
48324,0,4,66,1592160903340,45.64,UTC-0500,,66,1592160659999,0.9444444,hytsFLPcD3,1592160600000,com.sec.android.app.shealth,1592160903340,f4749f08-f1d0-1809-97dd-af66a71982db,2.41,230002,
5465,0,4,9,1592172902433,6.68,UTC-0500,,9,1592172360000,1.2222222,jpgso+yMpj,1592172300000,com.sec.android.app.shealth,1592172902433,3744d8cb-e150-44b2-b805-792983be9de0,0.36,,
26049,0,4,39,1592172902483,28.22,UTC-0500,,39,1592172720000,1.0833333,jpgso+yMpj,1592172660000,com.sec.android.app.shealth,1592172902483,75e87647-c177-43c7-9539-597fd07b5009,1.51,,
47420,0,4,70,1592172902526,61.91,UTC-0500,,88,1592172840000,1.3055556,jpgso+yMpj,1592172780000,com.sec.android.app.shealth,1592172902526,e3186ae1-a6e2-45e8-8531-d154e8198b01,4.25,,
27302,0,4,45,1592172902548,33.37,UTC-0500,,45,1592172900000,1.2222222,jpgso+yMpj,1592172840000,com.sec.android.app.shealth,1592172902548,b1a7a567-742c-4889-9914-0a2c5dd022c9,1.74,,
53576,0,4,92,1592160903440,66.97,UTC-0500,,92,1592160899999,1.25,hytsFLPcD3,1592160840000,com.sec.android.app.shealth,1592160903440,83727032-bea7-8985-ba93-e41e25d6f9ee,3.13,230002,
7180,0,4,11,1592172914029,7.96,UTC-0500,,11,1592172960000,1.1085044,jpgso+yMpj,1592172900000,com.sec.android.app.shealth,1592172915177,a38903d1-7252-4eb2-88c4-272bded7fb6a,0.42,,
3834,0,4,6,1592174065077,4.58,UTC-0500,,6,1592174100000,1.1944444,jpgso+yMpj,1592174040000,com.sec.android.app.shealth,1592174065077,21c3cd27-cac1-4e1e-a426-8514f1d7d67f,0.21,,
27889,0,4,42,1592174472807,30.499998,UTC-0500,,42,1592174520000,1.0936177,jpgso+yMpj,1592174460000,com.sec.android.app.shealth,1592174528467,9b43f7b9-710b-42cc-be25-24314600227f,1.62,,
24204,0,4,37,1592174534015,26.929998,UTC-0500,,37,1592174580000,1.1125817,jpgso+yMpj,1592174520000,com.sec.android.app.shealth,1592174559289,68bfb8ab-9c61-45c1-b65e-32d9629f261d,1.4000001,,
36910,0,4,49,1592161187116,34.86,UTC-0500,,49,1592160960000,0.94444454,jpgso+yMpj,1592160900000,com.sec.android.app.shealth,1592161187116,387759b9-398f-48ed-a4d2-443fbd72aeaa,1.82,,
19246,0,4,30,1592175301541,21.92,UTC-0500,,30,1592175300000,1.1388888,jpgso+yMpj,1592175240000,com.sec.android.app.shealth,1592175301541,d891bfe9-b80b-4839-bc0d-5c46b866dfe8,1.18,,
11895,0,4,15,1592182054447,15.53,UTC-0500,,20,1592182020000,1.3055556,jpgso+yMpj,1592181960000,com.sec.android.app.shealth,1592182054447,4873513c-e379-4af1-b73b-30d4cb32a98b,0.72,,
18941,0,4,28,1592175591508,20.52,UTC-0500,,28,1592175420000,1.0833333,jpgso+yMpj,1592175360000,com.sec.android.app.shealth,1592175591508,92633a28-3823-4e15-a8fc-c4fb3b1f8930,1.09,,
4946,0,4,9,1592172702676,6.87,UTC-0500,,9,1592172359999,1.3888888,hytsFLPcD3,1592172300000,com.sec.android.app.shealth,1592172702678,720afc31-19ac-e1f7-9b2c-a374e350e958,0.27,230002,
22973,0,4,34,1592175591564,24.25,UTC-0500,,34,1592175540000,1.0555556,jpgso+yMpj,1592175480000,com.sec.android.app.shealth,1592175591564,daa4eb83-eed5-4cf3-8d2d-06d77646825d,1.27,,
17650,0,4,24,1592164501032,17.16,UTC-0500,,24,1592163780000,0.9722222,jpgso+yMpj,1592163720000,com.sec.android.app.shealth,1592164501032,b0c845b2-33be-49db-8c41-94929b858dc4,0.89,,
5719,0,4,10,1592173954328,6.99,UTC-0500,,10,1592173979999,1.2222222,hytsFLPcD3,1592173920000,com.sec.android.app.shealth,1592173954328,915e9e6e-5671-d7ac-458f-d993fdff3de3,0.4,230002,
15325,0,4,24,1592175822290,17.88,UTC-0500,,24,1592175780000,1.1666666,jpgso+yMpj,1592175720000,com.sec.android.app.shealth,1592175822290,de4a4ccf-e101-4537-86aa-86f8288bd27b,0.89,,
15662,0,4,23,1592143814557,16.36,UTC-0500,,23,1592143859999,1.04453,hytsFLPcD3,1592143800000,com.sec.android.app.shealth,1592143851643,0828da2f-2606-2752-5fe2-efdc8b8edcd8,0.78,230002,
7851,0,4,11,1592175863247,7.870001,UTC-0500,,11,1592175900000,1.0023733,jpgso+yMpj,1592175840000,com.sec.android.app.shealth,1592175867555,b3e7ecf8-1e3d-4e9c-a9ca-71fc18f073ca,0.41999996,,
8575,0,4,13,1592175591491,9.29,UTC-0500,,13,1592175360000,1.0833333,jpgso+yMpj,1592175300000,com.sec.android.app.shealth,1592175591491,13725d2d-040d-4b65-b9ee-eb0731e2e669,0.5,,
9623,0,4,15,1592176030312,10.96,UTC-0500,,15,1592176020000,1.1388888,jpgso+yMpj,1592175960000,com.sec.android.app.shealth,1592176030312,7f365ffd-1f0a-44e9-a459-f29e23dc07cb,0.57,,
10620,0,4,15,1592164501158,10.62,UTC-0500,,15,1592164200000,1.0,jpgso+yMpj,1592164140000,com.sec.android.app.shealth,1592164501158,44ab109b-94c0-42d1-800d-b89dd9805822,0.55,,
36052,0,4,56,1592175591544,41.06,UTC-0500,,56,1592175480000,1.1388888,jpgso+yMpj,1592175420000,com.sec.android.app.shealth,1592175591544,15ea529d-6869-4f2d-9bf9-62384b6a5c7e,2.09,,
26059,0,4,44,1592177555537,33.100002,UTC-0500,,44,1592177580000,1.2701595,jpgso+yMpj,1592177520000,com.sec.android.app.shealth,1592177579831,2b9ecbfa-9cd3-4af2-8294-36247d29c45d,1.5699995,,
20650,0,4,35,1592174569533,25.24,UTC-0500,,35,1592174579999,1.2222222,hytsFLPcD3,1592174520000,com.sec.android.app.shealth,1592174680323,7a54c794-7dc7-9567-2824-d3221159a81b,1.18,230002,
9128,0,4,16,1592149553658,11.41,UTC-0500,,16,1592149439999,1.25,hytsFLPcD3,1592149380000,com.sec.android.app.shealth,1592149553658,d64da965-a06c-4fed-fc54-731cc00dec02,0.6,230002,
27034,0,4,41,1592177640282,29.88,UTC-0500,,41,1592177700000,1.1052544,jpgso+yMpj,1592177640000,com.sec.android.app.shealth,1592177678866,0f93859c-8299-4932-bcd5-623428bdd2f8,1.5799998,,
16323,0,4,24,1592167636841,17.23,UTC-0500,,24,1592167620000,1.0555556,jpgso+yMpj,1592167560000,com.sec.android.app.shealth,1592167636841,e8555000-9b5e-4635-8f4f-99ec1dd7364e,0.91,,
10172,0,4,13,1592153251997,8.76,UTC-0500,,13,1592152919999,0.8611111,hytsFLPcD3,1592152860000,com.sec.android.app.shealth,1592153251998,c20754e9-7423-b2b2-4b64-de665b4432ee,0.47,230002,
42095,0,4,65,1592175591592,47.960003,UTC-0500,,65,1592175600000,1.1393076,jpgso+yMpj,1592175540000,com.sec.android.app.shealth,1592175593212,8fc50656-c43f-475d-8d08-f567fbef934f,2.3999999,,
13933,0,4,23,1592170519772,17.03,UTC-0500,,23,1592169900000,1.2222222,jpgso+yMpj,1592169840000,com.sec.android.app.shealth,1592170519772,c3ef4913-eb88-4cfa-b0b4-83309246c0c0,0.89,,
14225,0,4,19,1592177832247,13.43,UTC-0500,,19,1592177880000,0.9440982,jpgso+yMpj,1592177820000,com.sec.android.app.shealth,1592177911197,7e257476-115e-4cdd-9816-43109ca7b0fe,0.68,,
19597,0,4,40,1592175549526,29.94,UTC-0500,,40,1592175539999,1.5277778,hytsFLPcD3,1592175480000,com.sec.android.app.shealth,1592175549526,d2f1722e-cd85-d0f7-d795-c1e2438fa013,1.44,230002,
11546,0,4,18,1592163153532,12.83,UTC-0500,,18,1592163119999,1.1111112,hytsFLPcD3,1592163060000,com.sec.android.app.shealth,1592163153532,2c9b21db-cf5f-5e9f-c0b4-87f10c8c768c,0.71,230002,
11351,0,4,22,1592176926294,16.981,UTC-0500,,22,1592176979999,1.4958607,hytsFLPcD3,1592176920000,com.sec.android.app.shealth,1592177191277,3af07de4-61f7-3631-94fb-506906a69287,0.64,230002,
12424,0,4,18,1592160900962,12.77,UTC-0500,,18,1592160060000,1.0277778,jpgso+yMpj,1592160000000,com.sec.android.app.shealth,1592160900962,31720e5e-c3a3-49c4-a222-58cc045805cd,0.68,,
18956,0,4,24,1592160901082,16.85,UTC-0500,,24,1592160300000,0.8888889,jpgso+yMpj,1592160240000,com.sec.android.app.shealth,1592160901082,ef1937e4-b1be-458b-9637-aed58bee0871,0.91,,
4698,0,4,7,1592175822301,5.09,UTC-0500,,7,1592175840000,1.0833334,jpgso+yMpj,1592175780000,com.sec.android.app.shealth,1592175822301,d98fe3cb-6c89-4ba3-ab0a-808f5e264686,0.28,,
22782,0,4,31,1592160901190,22.15,UTC-0500,,31,1592160540000,0.9722222,jpgso+yMpj,1592160480000,com.sec.android.app.shealth,1592160901190,49323d1f-3b49-4f73-858b-6abbfcdf69d8,1.14,,
13105,0,4,18,1592176030249,18.93,UTC-0500,,26,1592175960000,1.4444444,jpgso+yMpj,1592175900000,com.sec.android.app.shealth,1592176030249,23cb1780-7bca-4fe6-aef0-3899df643edd,0.88,,
27430,0,4,54,1592155944503,41.379,UTC-0500,,54,1592155979999,1.5085218,hytsFLPcD3,1592155920000,com.sec.android.app.shealth,1592155976868,793d5f38-e024-ffc7-ea49-ef248e025b0c,1.9,230002,
9015,0,4,14,1592177268673,10.07,UTC-0500,,14,1592177280000,1.1169418,jpgso+yMpj,1592177220000,com.sec.android.app.shealth,1592177269743,eb3cac64-5b50-42c4-894d-f5f58dbb222e,0.48,,
