com.samsung.shealth.stand_day_summary,6100041,1
pkg_name,update_time,stand_time,create_time,datauuid,day_time,deviceuuid
com.sec.android.app.shealth,2019-10-01 01:15:22.324,1336576,2019-09-30 05:00:11.076,b1f9e292-2f00-c621-9b66-4bb3ab660483,1569801600000,hytsFLPcD3,
com.sec.android.app.shealth,2020-04-14 03:10:59.115,2129920,2020-04-13 06:00:10.379,e2612d3a-6078-005a-679f-34f0113b3402,1586736000000,hytsFLPcD3,
com.sec.android.app.shealth,2019-07-21 04:26:46.277,4734976,2019-07-20 06:00:07.557,c37e09ad-b17a-a863-a64e-b90f83348e4a,1563580800000,hytsFLPcD3,
com.sec.android.app.shealth,2019-11-17 01:19:43.281,524290,2019-11-16 06:00:07.575,fc65aa3c-2191-8520-4d73-f0019f9f58d5,1573862400000,hytsFLPcD3,
com.sec.android.app.shealth,2019-09-29 03:12:11.289,4194304,2019-09-28 05:02:26.821,4401e94b-107d-a698-c153-58fc75b807b7,1569628800000,hytsFLPcD3,
com.sec.android.app.shealth,2019-09-07 04:00:17.271,9770241,2019-09-06 05:00:04.733,385d3886-ae03-c2a8-cbfb-f3062aaff410,1567728000000,hytsFLPcD3,
com.sec.android.app.shealth,2019-10-24 04:01:11.274,9774080,2019-10-23 05:00:58.304,12796bc2-45d0-2310-52f1-5a1ed05bb543,1571788800000,hytsFLPcD3,
com.sec.android.app.shealth,2020-04-20 05:03:34.243,8536066,2020-04-19 06:00:07.354,b3626454-64c0-9c91-c0f7-a53ace5bb539,1587254400000,hytsFLPcD3,
com.sec.android.app.shealth,2020-04-26 05:56:49.276,10887168,2020-04-25 06:00:08.376,6f5f3cfe-9209-4812-62ec-c2127e9d6031,1587772800000,hytsFLPcD3,
com.sec.android.app.shealth,2019-09-17 05:52:56.291,15352832,2019-09-16 14:49:33.860,03a68b01-b410-621e-3cfc-a6340574fc72,1568592000000,hytsFLPcD3,
com.sec.android.app.shealth,2019-10-12 02:50:53.029,2416640,2019-10-11 05:00:54.571,48fde0ea-4467-c72e-fce8-224da6f631f7,1570752000000,hytsFLPcD3,
com.sec.android.app.shealth,2019-07-28 18:12:46.278,9216,2019-07-28 05:00:08.267,603219ca-1730-be81-d4ed-f91e848a7b80,1564272000000,hytsFLPcD3,
com.sec.android.app.shealth,2020-05-02 01:10:09.295,794625,2020-05-01 06:00:05.476,dcf617a1-ca38-4578-5b63-ae241fc65365,1588291200000,hytsFLPcD3,
com.sec.android.app.shealth,2019-08-02 04:22:14.281,8388608,2019-08-01 05:00:08.171,b7e6f27b-1642-7e3c-00dc-ae2262d7d94e,1564617600000,hytsFLPcD3,
com.sec.android.app.shealth,2020-01-08 04:18:52.298,2302977,2020-01-07 07:00:04.072,0fe1a9c8-f654-9833-51de-7e7497c574b5,1578355200000,hytsFLPcD3,
com.sec.android.app.shealth,2019-10-22 02:46:32.275,3479808,2019-10-21 05:00:45.326,55161608-d5bd-29c4-1bc4-756df7f2cc56,1571616000000,hytsFLPcD3,
com.sec.android.app.shealth,2020-01-10 23:56:30.451,98304,2020-01-10 07:00:04.743,41df8552-0e39-2373-51a4-4872b0033bbc,1578614400000,hytsFLPcD3,
com.sec.android.app.shealth,2019-08-13 00:56:24.249,730368,2019-08-12 05:00:13.441,99b42444-e23f-91ba-4da7-78ecf5c3ff06,1565568000000,hytsFLPcD3,
com.sec.android.app.shealth,2020-05-08 00:22:22.154,344068,2020-05-07 06:00:05.791,8b238691-fc39-fd99-3323-f9085c561b08,1588809600000,hytsFLPcD3,
com.sec.android.app.shealth,2019-10-17 01:11:44.237,1312000,2019-10-16 05:00:07.024,a853f058-66b6-4c32-0c0c-806da0f78032,1571184000000,hytsFLPcD3,
com.sec.android.app.shealth,2019-11-28 05:15:17.266,10092552,2019-11-27 06:00:04.846,64580145-6961-9017-27db-6f68448ae2a9,1574812800000,hytsFLPcD3,
com.sec.android.app.shealth,2019-10-08 01:09:53.370,1320704,2019-10-07 05:07:04.664,25c85b26-14ce-17eb-8d1b-b7627d10fdd7,1570406400000,hytsFLPcD3,
